"feature"	"coef_LR"	"pval_LR"	"qval_LR"	"metadata"
"s__Clostridiaceae_bacterium|t__SGB4269"	-0.791856604189235	0.119046719205069	1	"diagnosis"
"s__Clostridium_sp_AT4|t__SGB4753"	0.773034756475059	0.15255564388883	1	"diagnosis"
"s__Clostridia_bacterium|t__SGB5191"	0.624935493152475	0.367362862559028	1	"diagnosis"
"s__GGB5980_SGB8599|t__SGB8599"	-0.822264619010908	0.574597758355275	1	"diagnosis"
"s__Blautia_massiliensis|t__SGB4826"	-0.889904674596433	0.075220827145633	1	"diagnosis"
"s__Dorea_longicatena|t__SGB4582"	-0.206520517231152	0.671986970706744	1	"diagnosis"
"s__Ruminococcus_gnavus|t__SGB4584"	0.476125998830157	0.35878793336187	1	"diagnosis"
"s__Lawsonibacter_asaccharolyticus|t__SGB15154"	-0.941720612288539	0.0778598386040901	1	"diagnosis"
"s__Blautia_caecimuris|t__SGB4862"	0.740903621026409	0.398642433637841	1	"diagnosis"
"s__Clostridiales_bacterium|t__SGB15159"	0.514123441245752	0.343305472372755	1	"diagnosis"
"s__Dysosmobacter_welbionis|t__SGB15078"	-0.756124617749812	0.270033492990543	1	"diagnosis"
"s__Anaerobutyricum_hallii|t__SGB4532"	-1.10098968751346	0.0362196445700281	1	"diagnosis"
"s__GGB9531_SGB14932|t__SGB14932"	-1.6309026888258	0.0131541285032724	0.809192071097701	"diagnosis"
"s__GGB3746_SGB5089|t__SGB5089"	-0.902243335295428	0.0747488671045488	1	"diagnosis"
"s__Blautia_obeum|t__SGB4809"	-0.118618630944449	0.871038236712247	1	"diagnosis"
"s__GGB9534_SGB14937|t__SGB14937"	-0.949236955022358	0.120428738519667	1	"diagnosis"
"s__Clostridiales_bacterium|t__SGB15143"	-1.24807980498171	0.0221872155307174	1	"diagnosis"
"s__GGB6518_SGB9205|t__SGB9205"	17.9325694627868	0.996052951781439	1	"diagnosis"
"s__Lacrimispora_saccharolytica|t__SGB4701"	-0.767214281469075	0.308372204719785	1	"diagnosis"
"s__Intestinimonas_massiliensis|t__SGB15127"	0.836726441165971	0.261819909886927	1	"diagnosis"
"s__Clostridium_sp_C5_48|t__SGB4752"	17.2999356572934	0.996085992353982	1	"diagnosis"
"s__Intestinimonas_butyriciproducens|t__SGB15126"	0.455050037402228	0.407399713251772	1	"diagnosis"
"s__GGB3819_SGB5184|t__SGB5184"	-0.942518293894895	0.108894949037222	1	"diagnosis"
"s__Clostridiales_bacterium_1_7_47FAA|t__SGB4763"	-1.12820473672912	0.0727147003114285	1	"diagnosis"
"s__GGB9513_SGB14911|t__SGB14911"	17.6061158898407	0.997555349820001	1	"diagnosis"
"s__Veillonellaceae_bacterium|t__SGB6961"	0.683159457005521	0.564444491380611	1	"diagnosis"
"s__Anaerostipes_hadrus|t__SGB4540_group"	-1.17651358478974	0.0978938090802321	1	"diagnosis"
"s__GGB79097_SGB105802|t__SGB105802"	-1.00640148377124	0.485462848707071	1	"diagnosis"
"s__Ruthenibacterium_lactatiformans|t__SGB15271"	-0.500274434414425	0.346961537665269	1	"diagnosis"
"s__Enterocloster_asparagiformis|t__SGB4724"	-0.151688017344324	0.862982229632923	1	"diagnosis"
"s__Enterocloster_clostridioformis|t__SGB4759"	-0.490274944736814	0.612932698792391	1	"diagnosis"
"s__Pseudoflavonifractor_sp_Marseille_P3106|t__SGB15142"	-0.749088959821859	0.612091463133695	1	"diagnosis"
"s__Blautia_SGB4815|t__SGB4815"	-0.691852619307997	0.399114543645879	1	"diagnosis"
"s__Lachnotalea_sp_AF33_28|t__SGB5200"	-0.698108385930249	0.292542560662607	1	"diagnosis"
"s__Phocaeicola_dorei|t__SGB1815"	0.459188646406212	0.377777195524947	1	"diagnosis"
"s__Clostridium_symbiosum|t__SGB4699"	0.901895385535856	0.140196367783141	1	"diagnosis"
"s__Anaerotruncus_colihominis|t__SGB14963"	-0.212763238461115	0.723484893403298	1	"diagnosis"
"s__Eisenbergiella_massiliensis|t__SGB4987"	-0.416926740669144	0.416041165007	1	"diagnosis"
"s__Blautia_wexlerae|t__SGB4837"	-1.30747663623399	0.228474647471224	1	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB7256"	-1.18687691763379	0.169788726852022	1	"diagnosis"
"s__Enterocloster_citroniae|t__SGB4761"	-0.694531729328204	0.202467654980826	1	"diagnosis"
"s__Agathobaculum_butyriciproducens|t__SGB14993"	-0.517924275094324	0.307189042728848	1	"diagnosis"
"s__Blautia_producta|t__SGB4791"	18.0510227847331	0.995888343227109	1	"diagnosis"
"s__Phocaeicola_sartorii|t__SGB1813"	0.0573892583717656	0.907579245016216	1	"diagnosis"
"s__Hungatella_hathewayi|t__SGB4741"	0.0640158243819289	0.92023170311429	1	"diagnosis"
"s__Clostridium_sp_chh4_2|t__SGB4743"	17.6061158898407	0.997555349820001	1	"diagnosis"
"s__Bacteroides_stercoris|t__SGB1830"	-0.96352399106718	0.0945206187412232	1	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15342"	-1.15108204422666	0.149737111344595	1	"diagnosis"
"s__Candidatus_Gastranaerophilales_bacterium|t__SGB8601"	-2.8417814492796	0.0210471044373049	1	"diagnosis"
"s__Monoglobus_pectinilyticus|t__SGB4166"	1.42135504959899	0.193138214680661	1	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15323"	-0.11730313258077	0.896465459067038	1	"diagnosis"
"s__Alistipes_putredinis|t__SGB2318"	-1.97232494096172	0.0121645287213411	0.790721367567911	"diagnosis"
"s__Roseburia_hominis|t__SGB4936"	-1.31180056823372	0.0524291414203047	1	"diagnosis"
"s__Bifidobacterium_longum|t__SGB17248"	-0.486853100158152	0.351746375568037	1	"diagnosis"
"s__Parabacteroides_distasonis|t__SGB1934"	-0.523109288852362	0.451062454647249	1	"diagnosis"
"s__GGB3653_SGB4964|t__SGB4964"	-1.45492483508247	0.0104544081928253	0.748117450278576	"diagnosis"
"s__Roseburia_inulinivorans|t__SGB4940"	-0.0690845098982533	0.896395060281572	1	"diagnosis"
"s__Bacteroides_ovatus|t__SGB1871"	-1.63804468632207	0.133012447418014	1	"diagnosis"
"s__Eubacterium_siraeum|t__SGB4198"	-1.14032364887713	0.0290549810600102	1	"diagnosis"
"s__Clostridium_leptum|t__SGB14853"	-0.977647028355715	0.053820214492892	1	"diagnosis"
"s__Parabacteroides_merdae|t__SGB1949"	0.0365263360333591	0.940856849181047	1	"diagnosis"
"s__Candidatus_Cibionibacter_quicibialis|t__SGB15286"	-1.00530103381219	0.0648254537541799	1	"diagnosis"
"s__GGB9621_SGB15073|t__SGB15073"	0.19294647637806	0.87337887227415	1	"diagnosis"
"s__GGB31234_SGB14869|t__SGB14869"	1.91511393618201e-14	1	1	"diagnosis"
"s__Lachnospira_eligens|t__SGB5082"	-0.616593794482104	0.255440525399908	1	"diagnosis"
"s__Longicatena_caecimuris|t__SGB4041"	0.283326765728607	0.738627253516278	1	"diagnosis"
"s__Streptococcus_SGB14888|t__SGB14888"	-0.36754204300113	0.628641248142009	1	"diagnosis"
"s__Bacteroides_faecis|t__SGB1860"	-0.179422181097135	0.719694042276817	1	"diagnosis"
"s__Eubacterium_rectale|t__SGB4933"	-0.286326054600584	0.692766994565327	1	"diagnosis"
"s__GGB3510_SGB4687|t__SGB4687"	0.710842964939324	0.529797111549407	1	"diagnosis"
"s__Eisenbergiella_sp_OF01_20|t__SGB4989"	18.3554026033608	0.997408380901338	1	"diagnosis"
"s__Enterocloster_aldenensis|t__SGB4762"	1.13880867282187	0.0736141893440242	1	"diagnosis"
"s__Bacteroides_cellulosilyticus|t__SGB1844"	-0.283244699155186	0.582457967276623	1	"diagnosis"
"s__GGB3538_SGB4728|t__SGB4728"	18.1589455669809	0.996008538535147	1	"diagnosis"
"s__Bacteroides_xylanisolvens|t__SGB1867"	-0.0173243867118845	0.974146738363445	1	"diagnosis"
"s__Eggerthella_lenta|t__SGB14809"	-1.16555178233747	0.0734540114377327	1	"diagnosis"
"s__Massiliimalia_massiliensis|t__SGB29347"	-20.2152243439831	0.997930298805214	1	"diagnosis"
"s__Massilioclostridium_coli|t__SGB29305"	-0.0700743333170851	0.941229376546755	1	"diagnosis"
"s__Prevotella_colorans|t__SGB1502"	1.91511393618201e-14	1	1	"diagnosis"
"s__Sutterella_wadsworthensis|t__SGB9286"	0.100589227226553	0.849034331790925	1	"diagnosis"
"s__GGB79634_SGB101324|t__SGB101324"	-19.2397551173983	0.997327848146928	1	"diagnosis"
"s__Alistipes_onderdonkii|t__SGB2303"	-0.873874090048596	0.10458625884236	1	"diagnosis"
"s__GGB6574_SGB9290|t__SGB9290"	13.3367948662158	0.999676581060248	1	"diagnosis"
"s__Enterocloster_lavalensis|t__SGB4725"	0.827151018067263	0.20467024880395	1	"diagnosis"
"s__Alistipes_dispar|t__SGB2311"	-0.666641171654035	0.431185205516011	1	"diagnosis"
"s__Dorea_longicatena|t__SGB4581"	-0.930123861945461	0.0844761636830974	1	"diagnosis"
"s__Drancourtella_sp_An57|t__SGB4619"	0.461034868906793	0.6892545104458	1	"diagnosis"
"s__Clostridia_bacterium_UC5_1_1D1|t__SGB14995"	-0.1243002413886	0.88941049010218	1	"diagnosis"
"s__Bacteroides_fragilis|t__SGB1853"	1.49976790673538	0.16994103774743	1	"diagnosis"
"s__Akkermansia_muciniphila|t__SGB9226"	-0.259238479532847	0.629693841546629	1	"diagnosis"
"s__Acidaminococcus_intestini|t__SGB5736"	0.231235277407	0.75398907394361	1	"diagnosis"
"s__Escherichia_coli|t__SGB10068"	0.518460855004508	0.300188488430156	1	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15318"	-0.67857193565287	0.271885004386959	1	"diagnosis"
"s__Clostridiaceae_bacterium_AF18_31LB|t__SGB4767"	-2.26558157365161	0.000298418636184697	0.369318447734304	"diagnosis"
"s__GGB3267_SGB4317|t__SGB4317"	16.317423945667	0.999005502908062	1	"diagnosis"
"s__Ruminococcus_torques|t__SGB4563"	-1.80769530824225	0.0078477286715387	0.701979329669137	"diagnosis"
"s__Parabacteroides_johnsonii|t__SGB1948"	-1.02828227835224	0.187845209448573	1	"diagnosis"
"s__Pseudoflavonifractor_capillosus|t__SGB15161"	-0.3204526902327	0.80168235018128	1	"diagnosis"
"s__Sellimonas_intestinalis|t__SGB4617"	-1.02133017312789	0.0900950579621874	1	"diagnosis"
"s__Bacteroides_salyersiae|t__SGB1857"	-0.429727147625795	0.526963508199563	1	"diagnosis"
"s__Phascolarctobacterium_faecium|t__SGB5792"	0.118551547027629	0.814042030228553	1	"diagnosis"
"s__Veillonella_parvula|t__SGB6939"	-0.220070244081149	0.665045314480818	1	"diagnosis"
"s__Bacteroides_sp_L10_4|t__SGB27790"	0.0432850277616024	0.971837089065858	1	"diagnosis"
"s__Bacteroides_fluxus|t__SGB1835"	0.341539001695979	0.768062831057619	1	"diagnosis"
"s__GGB1364_SGB1833|t__SGB1833"	-0.698978743991017	0.48030869561175	1	"diagnosis"
"s__Alistipes_SGB2313|t__SGB2313"	-0.119564129901174	0.892635932897193	1	"diagnosis"
"s__Faecalibacterium_SGB15346|t__SGB15346"	-0.40375550782965	0.412438163391321	1	"diagnosis"
"s__Tyzzerella_nexilis|t__SGB4588"	-0.307201123724235	0.642322395156669	1	"diagnosis"
"s__Roseburia_intestinalis|t__SGB4951"	-0.184871366277473	0.70546999225722	1	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15316"	-0.202009315009136	0.729047095877074	1	"diagnosis"
"s__Streptococcus_thermophilus|t__SGB8002"	-0.255068841190416	0.735568853031203	1	"diagnosis"
"s__Escherichia_marmotae|t__SGB10064"	0.388747283055107	0.740084686873633	1	"diagnosis"
"s__Bacteroides_intestinalis|t__SGB1846"	0.340852041176389	0.693453328427726	1	"diagnosis"
"s__Collinsella_aerofaciens|t__SGB14535_group"	-0.399200488887488	0.421431247693217	1	"diagnosis"
"s__Prevotella_copri_clade_A|t__SGB1626"	-0.0656137665410541	0.89576977509378	1	"diagnosis"
"s__Ruminococcus_lactaris|t__SGB4557"	-0.575868883603691	0.279318149370753	1	"diagnosis"
"s__GGB9620_SGB15068|t__SGB15068"	18.2186690155942	0.995582504367242	1	"diagnosis"
"s__Clostridium_sp_AF34_10BH|t__SGB4914"	-1.38029170963454	0.0397605859732389	1	"diagnosis"
"s__Proteus_mirabilis|t__SGB9992"	-1.80759366534404	0.153025766640435	1	"diagnosis"
"s__Klebsiella_variicola|t__SGB10114"	16.9051280702718	0.996176776835618	1	"diagnosis"
"s__Faecalimonas_umbilicata|t__SGB4583"	1.23027586831534	0.261773034709759	1	"diagnosis"
"s__Clostridium_sp_1001271st1_H5|t__SGB4757"	-0.328365262103731	0.794447443014295	1	"diagnosis"
"s__GGB9724_SGB15278|t__SGB15278"	-10.8492554209341	0.999821682336796	1	"diagnosis"
"s__Bacteroides_finegoldii|t__SGB1862"	-1.04239423014872	0.0403947039624266	1	"diagnosis"
"s__Roseburia_SGB4958|t__SGB4958"	1.91511393618201e-14	1	1	"diagnosis"
"s__Erysipelatoclostridium_ramosum|t__SGB6744"	1.82489493319334	0.0876211389453794	1	"diagnosis"
"s__Intestinibacter_bartlettii|t__SGB6140"	-0.614576551088396	0.432332196827177	1	"diagnosis"
"s__GGB6601_SGB9333|t__SGB9333"	-0.700960239575997	0.478244748149304	1	"diagnosis"
"s__Blautia_producta|t__SGB4786"	0.186633946022483	0.875646496604701	1	"diagnosis"
"s__GGB1102_SGB1416|t__SGB1416"	17.2493713680922	0.996169151606836	1	"diagnosis"
"s__Clostridium_scindens|t__SGB4631"	0.0134322185820885	0.991155503200986	1	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15326"	1.21342749277004	0.0491666158742938	1	"diagnosis"
"s__Blautia_faecis|t__SGB4820"	-0.160190736874966	0.771986463925093	1	"diagnosis"
"s__Paraprevotella_clara|t__SGB1798"	-0.428113229495517	0.487857488294647	1	"diagnosis"
"s__Barnesiella_intestinihominis|t__SGB1965"	-0.819961812536032	0.111217247691855	1	"diagnosis"
"s__Faecalibacterium_SGB15315|t__SGB15315"	-1.41517947253021	0.00754215155083994	0.701979329669137	"diagnosis"
"s__Dysosmobacter_sp_NSJ_60|t__SGB15124"	-0.201656135651821	0.696370824374203	1	"diagnosis"
"s__GGB16040_SGB9347|t__SGB9347"	0.503584771324856	0.589474209407403	1	"diagnosis"
"s__GGB1246_SGB1667|t__SGB1667"	17.5013673212397	0.997665392580642	1	"diagnosis"
"s__Blautia_obeum|t__SGB4811"	-0.457106527584574	0.367111234628383	1	"diagnosis"
"s__GGB4248_SGB5746|t__SGB5746"	17.5013673212397	0.997665392580642	1	"diagnosis"
"s__Ruminococcus_SGB4421|t__SGB4421"	-0.49587612581001	0.608497709436701	1	"diagnosis"
"s__Ruminococcus_sp_BSD2780120874_150323_B10|t__SGB4290"	-0.325509709449441	0.796580673825025	1	"diagnosis"
"s__Sutterella_wadsworthensis|t__SGB9283"	-1.44105288553456	0.00884046613492441	0.718890632517262	"diagnosis"
"s__Firmicutes_bacterium_AF16_15|t__SGB4993"	-1.13076378880106	0.0683784291206395	1	"diagnosis"
"s__Alistipes_finegoldii|t__SGB2301"	-0.79657924166047	0.117046199471462	1	"diagnosis"
"s__Parasutterella_excrementihominis|t__SGB9262"	-0.471348290081157	0.338199950728021	1	"diagnosis"
"s__Bilophila_wadsworthia|t__SGB15452"	-0.241219557543467	0.622746032826915	1	"diagnosis"
"s__Clostridium_sp_AM22_11AC|t__SGB4749"	-0.82952175460849	0.109585955394056	1	"diagnosis"
"s__Lachnospira_pectinoschiza|t__SGB5075"	-0.530091379654154	0.290116245141701	1	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB4721"	-1.1702372418368	0.0255655659643443	1	"diagnosis"
"s__GGB42994_SGB4746|t__SGB4746"	0.877506252230411	0.217575169951374	1	"diagnosis"
"s__GGB9581_SGB79823|t__SGB79823"	-0.391072916970884	0.577425542724344	1	"diagnosis"
"s__Bacteroides_eggerthii|t__SGB1829"	-1.37276746528422	0.00862251746161526	0.718890632517262	"diagnosis"
"s__Anaeromassilibacillus_sp_An250|t__SGB14894"	-0.369323709449719	0.544600482894713	1	"diagnosis"
"s__Bacteroides_gallinarum|t__SGB1828"	0.110181920548613	0.877575092071779	1	"diagnosis"
"s__GGB2653_SGB3574|t__SGB3574"	-1.47865761326104	0.00472669359521596	0.650566832943227	"diagnosis"
"s__Amedibacterium_intestinale|t__SGB4042"	0.811416483941379	0.478195534817086	1	"diagnosis"
"s__Hydrogeniiclostidium_mannosilyticum|t__SGB14890"	-0.924205185386541	0.202724871880422	1	"diagnosis"
"s__Bacteroides_sp_AM10_21B|t__SGB1831"	0.0873660724399597	0.905403269053177	1	"diagnosis"
"s__Massilimicrobiota_timonensis|t__SGB6767"	-0.108390529945879	0.932527505589546	1	"diagnosis"
"s__Lacrimispora_celerecrescens|t__SGB4868"	-1.12592182267212	0.032220131096632	1	"diagnosis"
"s__Bacteroides_clarus|t__SGB1832"	-0.303279722153944	0.624278671321308	1	"diagnosis"
"s__GGB3444_SGB4594|t__SGB4594"	-0.296238101792246	0.744793629725715	1	"diagnosis"
"s__Phocea_massiliensis|t__SGB14837"	0.0251273665561636	0.963993418382093	1	"diagnosis"
"s__GGB28262_SGB40814|t__SGB40814"	-0.170041758729339	0.818988875016677	1	"diagnosis"
"s__GGB9364_SGB14339|t__SGB14339"	17.6300365420826	0.997503951849805	1	"diagnosis"
"s__Pseudoflavonifractor_gallinarum|t__SGB29328"	-0.382063300945055	0.535445628666007	1	"diagnosis"
"s__Negativibacillus_massiliensis|t__SGB14912"	2.04776678080866	0.0716641423099294	1	"diagnosis"
"s__Ruminococcaceae_bacterium_AM28_23LB|t__SGB14974"	0.373179821769595	0.759964160643067	1	"diagnosis"
"s__Intestinimonas_gabonensis|t__SGB79840"	-0.129080229252548	0.890292919108761	1	"diagnosis"
"s__Hungatella_hathewayi|t__SGB4742"	-0.339707867432646	0.551395245027636	1	"diagnosis"
"s__Clostridiaceae_bacterium_Marseille_Q4143|t__SGB4768"	-1.06208802162379	0.039020024972408	1	"diagnosis"
"s__Ruminococcus_bromii|t__SGB4285"	-0.413805769623392	0.449724824190245	1	"diagnosis"
"s__Clostridiaceae_unclassified_SGB15090|t__SGB15090"	-1.3703517414329	0.129246729487747	1	"diagnosis"
"s__Odoribacter_splanchnicus|t__SGB1790"	-0.980558935903529	0.0619772107998691	1	"diagnosis"
"s__Butyricimonas_virosa|t__SGB1784"	0.901551293124617	0.414043341795161	1	"diagnosis"
"s__Alistipes_indistinctus|t__SGB2325"	-0.641000610910059	0.311680448985223	1	"diagnosis"
"s__Coprococcus_comes|t__SGB4577"	-0.391129099387622	0.4303752812511	1	"diagnosis"
"s__Candidatus_Borkfalkia_ceftriaxoniphila|t__SGB14027"	-1.4704602288997	0.0354055480091743	1	"diagnosis"
"s__Methylobacterium_SGB15164|t__SGB15164"	-0.78649462602895	0.158788776485504	1	"diagnosis"
"s__GGB9512_SGB14909|t__SGB14909"	-1.17102025438962	0.0635664344294406	1	"diagnosis"
"s__Collinsella_tanakaei|t__SGB14737"	-0.528187472607055	0.689225819484026	1	"diagnosis"
"s__GGB3817_SGB5182|t__SGB5182"	17.8579197149775	0.993428811037359	1	"diagnosis"
"s__GGB9699_SGB15216|t__SGB15216"	-1.61248304929172	0.00322008340581694	0.650566832943227	"diagnosis"
"s__GGB9186_SGB14125|t__SGB14125"	-2.91933198696318	0.286021776752789	1	"diagnosis"
"s__Rheinheimera_SGB14999|t__SGB14999"	-0.156187288095996	0.782645598860758	1	"diagnosis"
"s__Alcaligenes_SGB14037|t__SGB14037"	17.875198580159	0.995912115318859	1	"diagnosis"
"s__GGB9619_SGB15066|t__SGB15066"	-0.571545924354009	0.46644045770642	1	"diagnosis"
"s__GGB2848_SGB3813|t__SGB3813"	0.495527026215585	0.666825259916522	1	"diagnosis"
"s__GGB33586_SGB53517|t__SGB53517"	-1.19978050448917	0.0651178036434089	1	"diagnosis"
"s__GGB9775_SGB15395|t__SGB15395"	-0.772165714228106	0.373028320294425	1	"diagnosis"
"s__Clostridiales_bacterium_KLE1615|t__SGB5090"	-0.621562825076555	0.223095906254258	1	"diagnosis"
"s__GGB4802_SGB6641|t__SGB6641"	-0.418095269689083	0.657907248312215	1	"diagnosis"
"s__Clostridium_sp_AF20_17LB|t__SGB4714"	-0.0990049625101125	0.840650450429856	1	"diagnosis"
"s__Collinsella_SGB14861|t__SGB14861"	-1.55002917235294	0.00395785584417165	0.650566832943227	"diagnosis"
"s__Clostridium_SGB4750|t__SGB4750"	-1.12066143803527	0.0316684593285379	1	"diagnosis"
"s__Lachnoclostridium_sp_An181|t__SGB4620"	16.7892920122851	0.996102582223472	1	"diagnosis"
"s__GGB3499_SGB4674|t__SGB4674"	-0.989920343180119	0.241306534715878	1	"diagnosis"
"s__Blautia_hydrogenotrophica|t__SGB4677"	-0.511547596102998	0.687802191216717	1	"diagnosis"
"s__Evtepia_gabavorous|t__SGB15120"	-1.14465051799808	0.0248872348287198	1	"diagnosis"
"s__Blautia_glucerasea|t__SGB4804"	-0.554282451348334	0.70092758073025	1	"diagnosis"
"s__GGB9719_SGB15273|t__SGB15273"	-0.29027975203132	0.815904726204949	1	"diagnosis"
"s__Holdemania_filiformis|t__SGB4046"	-0.301693819235247	0.564603210847638	1	"diagnosis"
"s__Dorea_formicigenerans|t__SGB4575"	-0.424745995513827	0.407452632355177	1	"diagnosis"
"s__Vescimonas_coprocola|t__SGB15089"	-1.18632889006137	0.0209360988759026	1	"diagnosis"
"s__GGB3033_SGB4029|t__SGB4029"	0.426152671734962	0.71867662006478	1	"diagnosis"
"s__Acidaminococcus_SGB5735|t__SGB5735"	0.164168606718192	0.889050315389116	1	"diagnosis"
"s__Roseburia_sp_AF02_12|t__SGB4938"	-1.59969558036846	0.00596793289050649	0.701979329669137	"diagnosis"
"s__Longibaculum_muris|t__SGB6769"	17.0298955673682	0.993910652544471	1	"diagnosis"
"s__Eisenbergiella_tayi|t__SGB4988"	-0.373679321758657	0.494794675737262	1	"diagnosis"
"s__GGB34900_SGB14891|t__SGB14891"	-1.22800373799083	0.251833555776511	1	"diagnosis"
"s__Anaerostipes_caccae|t__SGB4529"	-1.24370267270647	0.253247916847448	1	"diagnosis"
"s__Gemmiger_sp_An87|t__SGB15281"	10.1871973405008	0.999533705159655	1	"diagnosis"
"s__Dysosmobacter_sp_BX15|t__SGB15053"	-0.650187435397008	0.191937623391635	1	"diagnosis"
"s__Christensenellaceae_bacterium_NSJ_63|t__SGB14127"	-1.52161469706497	0.0266023607615636	1	"diagnosis"
"s__Alistipes_SGB2302|t__SGB2302"	-0.688421955538212	0.330667213504727	1	"diagnosis"
"s__Anaerococcus_SGB53821|t__SGB53821"	-1.76089697869001	0.00993426376839727	0.745241394012839	"diagnosis"
"s__GGB33512_SGB15201|t__SGB15201"	0.0946234035914003	0.917983085546615	1	"diagnosis"
"s__GGB28271_SGB40830|t__SGB40830"	16.317423945667	0.999005502908062	1	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB82499"	-1.45563292888268	0.343084924089429	1	"diagnosis"
"s__Lacrimispora_amygdalina|t__SGB4716"	-0.124219447251356	0.814042331445899	1	"diagnosis"
"s__GGB9453_SGB14844|t__SGB14844"	0.378464476308628	0.654538703248738	1	"diagnosis"
"s__Massilimicrobiota_sp_An134|t__SGB6768"	-0.569212339534162	0.67098812052723	1	"diagnosis"
"s__Lachnoclostridium_sp_An138|t__SGB4774"	0.2344653950117	0.862991859686093	1	"diagnosis"
"s__GGB3446_SGB4597|t__SGB4597"	0.183133904527942	0.877918450779151	1	"diagnosis"
"s__GGB3892_SGB5290|t__SGB5290"	1.91511393618201e-14	1	1	"diagnosis"
"s__GGB9641_SGB15117|t__SGB15117"	-1.04444840180705	0.31464147301765	1	"diagnosis"
"s__Candidatus_Metaruminococcus_gallistercoris|t__SGB14870"	0.10986204024944	0.930566160470165	1	"diagnosis"
"s__Candidatus_Pararuminococcus_gallinarum|t__SGB63327"	-0.889515946914858	0.400249787098122	1	"diagnosis"
"s__GGB9661_SGB15150|t__SGB15150"	17.5127445926363	0.997658551647215	1	"diagnosis"
"s__Harryflintia_acetispora|t__SGB14838"	17.390263582739	0.997441419107849	1	"diagnosis"
"s__Anaerotruncus_rubiinfantis|t__SGB25416"	-0.0891072563221768	0.919598859719695	1	"diagnosis"
"s__Candidatus_Metaruminococcus_caecorum|t__SGB63353"	1.91511393618201e-14	1	1	"diagnosis"
"s__GGB58233_SGB79883|t__SGB79883"	-19.9532955942606	0.995361901754989	1	"diagnosis"
"s__Dorea_sp_AF36_15AT|t__SGB4552"	0.4272722641889	0.640099945332232	1	"diagnosis"
"s__GGB9765_SGB15382|t__SGB15382"	-20.2152243439831	0.997930298805214	1	"diagnosis"
"s__Mediterraneibacter_glycyrrhizinilyticus|t__SGB4606"	0.280324503617537	0.75031731622522	1	"diagnosis"
"s__Dielma_fastidiosa|t__SGB4031"	0.540119302824956	0.450314840572217	1	"diagnosis"
"s__Adlercreutzia_equolifaciens|t__SGB14797"	-20.0786038572414	0.995334573199846	1	"diagnosis"
"s__Desulfovibrio_SGB5076|t__SGB5076"	0.164792016765089	0.888137301052422	1	"diagnosis"
"s__Holdemania_sp_1001095H_141210_F2|t__SGB4045"	1.32263810753862	0.256976570377415	1	"diagnosis"
"s__Prevotella_buccae|t__SGB1531"	1.91511393618201e-14	1	1	"diagnosis"
"s__Hydrogenoanaerobacterium_saccharovorans|t__SGB15350"	0.592552783761857	0.304251944686245	1	"diagnosis"
