"feature"	"coef_AD"	"pval_AD"	"qval_AD"	"metadata"
"s__Anaerotruncus_rubiinfantis|t__SGB25416"	0.46505737319994	0.589137699272888	0.818394569084229	"diagnosis"
"s__Angelakisella_massiliensis|t__SGB29321"	0.442122509029002	0.582521028251865	0.818394569084229	"diagnosis"
"s__Arthrospira_platensis|t__SGB13412"	0.621669525762397	0.516144655306072	0.818394569084229	"diagnosis"
"s__Bacteroidales_bacterium|t__SGB1961"	0.1682064391264	0.719029580877625	0.818394569084229	"diagnosis"
"s__Bacteroides_bouchesdurhonensis|t__SGB3321"	0.39359461429037	0.619287822986455	0.818394569084229	"diagnosis"
"s__Bacteroides_caccae|t__SGB1877"	-2.86249551909839	0.164017414575257	0.818394569084229	"diagnosis"
"s__Bacteroides_caecigallinarum|t__SGB1885"	0.0222346784746608	0.765521597268224	0.818394569084229	"diagnosis"
"s__Bacteroides_caecigallinarum|t__SGB1886"	-0.328087622138599	0.674136643677268	0.818394569084229	"diagnosis"
"s__Bacteroides_caecigallinarum|t__SGB95339"	0.0578526234860022	0.753358545006912	0.818394569084229	"diagnosis"
"s__Bacteroides_cellulosilyticus|t__SGB1844"	-0.704822283502293	0.69527202079631	0.818394569084229	"diagnosis"
"s__Bacteroides_clarus|t__SGB1832"	0.218149501029012	0.753482887477285	0.818394569084229	"diagnosis"
"s__Bacteroides_congonensis|t__SGB1878"	0.0729301903141839	0.783378550855315	0.821006781635958	"diagnosis"
"s__Bacteroides_eggerthii|t__SGB1829"	-3.46291573752226	0.0542166468925276	0.818394569084229	"diagnosis"
"s__Bacteroides_faecis|t__SGB1860"	-0.355958225090802	0.828809381713632	0.848373366194582	"diagnosis"
"s__Bacteroides_finegoldii|t__SGB1862"	-2.26926921195854	0.21659010633683	0.818394569084229	"diagnosis"
"s__Bacteroides_fluxus|t__SGB1835"	0.863544185407106	0.450790233859919	0.818394569084229	"diagnosis"
"s__Bacteroides_fragilis|t__SGB1853"	2.30563097132922	0.156868524145249	0.818394569084229	"diagnosis"
"s__Bacteroides_fragilis|t__SGB1855"	0.889783918138171	0.677514516183088	0.818394569084229	"diagnosis"
"s__Bacteroides_gallinarum|t__SGB1828"	0.663096048110503	0.544508062363943	0.818394569084229	"diagnosis"
"s__Bacteroides_intestinalis|t__SGB1845"	1.29987340694902	0.305512829026503	0.818394569084229	"diagnosis"
"s__Bacteroides_intestinalis|t__SGB1846"	0.804648587819801	0.565273175781696	0.818394569084229	"diagnosis"
"s__Bacteroides_mediterraneensis|t__SGB1912"	0.412544655649334	0.678437153592928	0.818394569084229	"diagnosis"
"s__Bacteroides_ndongoniae|t__SGB1821"	0.786508990509359	0.45997665872028	0.818394569084229	"diagnosis"
"s__Bacteroides_nordii|t__SGB1858"	-1.96382445307887	0.208750670973804	0.818394569084229	"diagnosis"
"s__Bacteroides_oleiciplenus|t__SGB1850"	0.387678374605701	0.628343709356283	0.818394569084229	"diagnosis"
"s__Bacteroides_ovatus|t__SGB1871"	-1.04091047438329	0.505042123982242	0.818394569084229	"diagnosis"
"s__Bacteroides_pectinophilus|t__SGB5068"	-0.436279508783893	0.582676338974186	0.818394569084229	"diagnosis"
"s__Bacteroides_salyersiae|t__SGB1857"	-0.607207866742921	0.637020405566812	0.818394569084229	"diagnosis"
"s__Bacteroides_SGB15210|t__SGB15210"	-0.101187026634218	0.73877190472588	0.818394569084229	"diagnosis"
"s__Bacteroides_SGB63885|t__SGB63885"	0.00785991147899151	0.744034552302457	0.818394569084229	"diagnosis"
"s__Bacteroides_sp_AF39_11AC|t__SGB1847"	0.605334745342269	0.511691400700077	0.818394569084229	"diagnosis"
"s__Bacteroides_sp_AM10_21B|t__SGB1831"	0.315031561537695	0.675751893486921	0.818394569084229	"diagnosis"
"s__Bacteroides_sp_L10_4|t__SGB27790"	0.440907303458233	0.593893902000037	0.818394569084229	"diagnosis"
"s__Bacteroides_stercorirosoris|t__SGB1848"	0.0745771547177237	0.735304201080642	0.818394569084229	"diagnosis"
"s__Bacteroides_stercoris|t__SGB1830"	-3.42807499796647	0.116348316594795	0.818394569084229	"diagnosis"
"s__Bacteroides_thetaiotaomicron|t__SGB1861"	1.19395997969852	0.481966164955825	0.818394569084229	"diagnosis"
"s__Bacteroides_uniformis|t__SGB1836"	-0.00496026535098681	0.955782572564447	0.955782572564447	"diagnosis"
"s__Bacteroides_xylanisolvens|t__SGB1867"	-0.181989316076574	0.888712839871554	0.89112345336126	"diagnosis"
"s__Barnesiella_intestinihominis|t__SGB1965"	-3.35075929490287	0.0865405742368139	0.818394569084229	"diagnosis"
"s__Bifidobacterium_adolescentis|t__SGB17244_group"	-1.74809710328065	0.301778092245384	0.818394569084229	"diagnosis"
"s__Bifidobacterium_angulatum|t__SGB17231"	0.720822240342367	0.461463005521785	0.818394569084229	"diagnosis"
"s__Bifidobacterium_animalis|t__SGB17278"	0.74234440534398	0.44410018609178	0.818394569084229	"diagnosis"
"s__Bifidobacterium_bifidum|t__SGB17256"	-0.307209788601942	0.747871645521663	0.818394569084229	"diagnosis"
"s__Bifidobacterium_breve|t__SGB17247"	0.238213655031442	0.674588068821051	0.818394569084229	"diagnosis"
"s__Bifidobacterium_catenulatum|t__SGB17241"	-0.0821070660090043	0.757472844736083	0.818394569084229	"diagnosis"
"s__Bifidobacterium_dentium|t__SGB17234"	-0.159787764462117	0.730520759035558	0.818394569084229	"diagnosis"
"s__Bifidobacterium_longum|t__SGB17248"	-2.02115144284394	0.227679051690161	0.818394569084229	"diagnosis"
"s__Bifidobacterium_pseudocatenulatum|t__SGB17237"	0.295439955516895	0.744938319742346	0.818394569084229	"diagnosis"
"s__Bifidobacterium_pullorum|t__SGB17264"	0.110874250851533	0.743267796574025	0.818394569084229	"diagnosis"
"s__Bilophila_SGB15450|t__SGB15450"	0.556857639627063	0.531447366344893	0.818394569084229	"diagnosis"
"s__Bilophila_SGB15451|t__SGB15451"	0.399815302977445	0.630587987844295	0.818394569084229	"diagnosis"
"s__Bilophila_wadsworthia|t__SGB15452"	-0.109115872782929	0.869399243347633	0.876697537144551	"diagnosis"
"s__Bittarella_massiliensis|t__SGB95006"	0.0693410069689543	0.723654146410668	0.818394569084229	"diagnosis"
"s__Blastocystis_sp_subtype_1|t__EUK944036"	0.619021071966261	0.534224339275079	0.818394569084229	"diagnosis"
"s__Blautia_argi|t__SGB4797"	0.629816869640091	0.506258059697726	0.818394569084229	"diagnosis"
"s__Blautia_caecimuris|t__SGB4862"	1.28399866822847	0.364934838538633	0.818394569084229	"diagnosis"
"s__Blautia_faecicola|t__SGB4867"	0.927702447005588	0.413130773762774	0.818394569084229	"diagnosis"
"s__Blautia_faecis|t__SGB4820"	-0.20520445952511	0.829248628453496	0.848373366194582	"diagnosis"
"s__Blautia_glucerasea|t__SGB4804"	0.225664876297243	0.711424935690107	0.818394569084229	"diagnosis"
"s__Blautia_glucerasea|t__SGB4816"	0.511571030137311	0.62351424371427	0.818394569084229	"diagnosis"
"s__Blautia_hansenii|t__SGB4794"	-0.334804233710936	0.674746353147698	0.818394569084229	"diagnosis"
"s__Blautia_hansenii|t__SGB4798"	0.259560527849807	0.694230908026579	0.818394569084229	"diagnosis"
"s__Blautia_hydrogenotrophica|t__SGB4677"	0.249782933147745	0.701354101974739	0.818394569084229	"diagnosis"
"s__Blautia_liquoris|t__SGB79691"	0.499861762247318	0.567726811457575	0.818394569084229	"diagnosis"
"s__Blautia_luti|t__SGB4829"	-0.177012330486031	0.744578721064153	0.818394569084229	"diagnosis"
"s__Blautia_luti|t__SGB4832"	0.189679553390746	0.71349473245262	0.818394569084229	"diagnosis"
"s__Blautia_marasmi|t__SGB29381"	0.540734988561686	0.568392351006862	0.818394569084229	"diagnosis"
"s__Blautia_massiliensis|t__SGB4826"	-2.52216548463282	0.133611636663484	0.818394569084229	"diagnosis"
"s__Blautia_obeum|t__SGB4809"	0.229201468325894	0.762345905546542	0.818394569084229	"diagnosis"
"s__Blautia_obeum|t__SGB4810"	-0.459084394475172	0.624068582824732	0.818394569084229	"diagnosis"
"s__Blautia_obeum|t__SGB4811"	-0.482688247722445	0.74963807235948	0.818394569084229	"diagnosis"
"s__Blautia_producta|t__SGB4785"	-0.0326977999152784	0.749820229981538	0.818394569084229	"diagnosis"
"s__Blautia_producta|t__SGB4786"	0.105822038254	0.75455483936167	0.818394569084229	"diagnosis"
"s__Blautia_producta|t__SGB4791"	1.25800425525265	0.303824409197055	0.818394569084229	"diagnosis"
"s__Blautia_schinkii|t__SGB4825"	0.294161228843266	0.656427906705234	0.818394569084229	"diagnosis"
"s__Blautia_SGB15070|t__SGB15070"	0.0191704406984382	0.762258136788191	0.818394569084229	"diagnosis"
"s__Blautia_SGB4815|t__SGB4815"	-0.162213772612901	0.749511241690989	0.818394569084229	"diagnosis"
"s__Blautia_sp_Marseille_P3087|t__SGB4813"	0.755511100138231	0.474378236602523	0.818394569084229	"diagnosis"
"s__Blautia_sp_MSK_20_85|t__SGB4828"	0.521769388354072	0.639398786617805	0.818394569084229	"diagnosis"
"s__Blautia_sp_OF03_15BH|t__SGB4779"	-0.428418090711847	0.644287911648301	0.818394569084229	"diagnosis"
"s__Blautia_stercoris|t__SGB4788"	-0.877642507955785	0.446160612468072	0.818394569084229	"diagnosis"
"s__Blautia_wexlerae|t__SGB4831"	0.389772900051284	0.642563052014533	0.818394569084229	"diagnosis"
"s__Blautia_wexlerae|t__SGB4837"	-1.54595563807391	0.19899808694944	0.818394569084229	"diagnosis"
"s__Butyricicoccus_SGB14990|t__SGB14990"	-0.182767363923458	0.697424747180378	0.818394569084229	"diagnosis"
"s__Butyricicoccus_sp_AM29_23AC|t__SGB14991"	0.286217579971144	0.708970905338802	0.818394569084229	"diagnosis"
"s__Butyricimonas_faecalis|t__SGB1782"	-0.0187665359941241	0.751983135975296	0.818394569084229	"diagnosis"
"s__Butyricimonas_faecihominis|t__SGB1786"	-2.00625236711835	0.137931658784214	0.818394569084229	"diagnosis"
"s__Butyricimonas_paravirosa|t__SGB1785"	-1.7078624374676	0.242056597152799	0.818394569084229	"diagnosis"
"s__Butyricimonas_SGB15260|t__SGB15260"	-1.03345071925009	0.498528093698795	0.818394569084229	"diagnosis"
"s__Butyricimonas_SGB15266|t__SGB15266"	0.650239812873561	0.529953862008798	0.818394569084229	"diagnosis"
"s__Butyricimonas_sp_Marseille_P3923|t__SGB1778"	0.221292824724476	0.699292473341439	0.818394569084229	"diagnosis"
"s__Butyricimonas_synergistica|t__SGB27742"	0.517383510041947	0.547792092325915	0.818394569084229	"diagnosis"
"s__Butyricimonas_virosa|t__SGB1784"	0.9793712008349	0.468205274669573	0.818394569084229	"diagnosis"
"s__Butyrivibrio_crossotus|t__SGB5065"	-0.688356260632586	0.545902547408585	0.818394569084229	"diagnosis"
"s__Campylobacter_curvus|t__SGB19334"	0.522296392553339	0.576282613002215	0.818394569084229	"diagnosis"
"s__Campylobacter_SGB1823|t__SGB1823"	-0.316276647660124	0.639677522226816	0.818394569084229	"diagnosis"
"s__Campylobacter_SGB19337|t__SGB19337"	0.639960209591129	0.501852294367248	0.818394569084229	"diagnosis"
"s__Candidatus_Allobutyricicoccus_pentlandensis|t__SGB14180"	0.622663390316351	0.527944881802839	0.818394569084229	"diagnosis"
"s__Candidatus_Allochristensenella_caecavium|t__SGB63369"	0.535315666484692	0.575493275587022	0.818394569084229	"diagnosis"
"s__Candidatus_Alloscillospira_gallinarum|t__SGB59576"	0.529682366919368	0.556426645539167	0.818394569084229	"diagnosis"
"s__Candidatus_Aristotella_avistercoris|t__SGB63343"	0.304996361962405	0.659178008815598	0.818394569084229	"diagnosis"
"s__Candidatus_Avimonas_narfia|t__SGB14941"	-1.31958667455226	0.265134501734637	0.818394569084229	"diagnosis"
"s__Candidatus_Borkfalkia_ceftriaxoniphila|t__SGB14027"	-1.7922810682841	0.202770387406088	0.818394569084229	"diagnosis"
"s__Candidatus_Catenibacterium_tridentinum|t__SGB6783"	0.950834121946291	0.47741923875134	0.818394569084229	"diagnosis"
"s__Candidatus_Cibionibacter_quicibialis|t__SGB15286"	-3.0428435970058	0.0853962074710225	0.818394569084229	"diagnosis"
"s__Candidatus_Gallimonas_faecium|t__SGB54320"	0.617942694671741	0.496877592073412	0.818394569084229	"diagnosis"
"s__Candidatus_Gallimonas_intestinalis|t__SGB54318"	0.599404193229034	0.544289863370419	0.818394569084229	"diagnosis"
"s__Candidatus_Gallimonas_merdae|t__SGB54319"	0.508548380195186	0.568670640629198	0.818394569084229	"diagnosis"
"s__Candidatus_Gallimonas_merdigallinarum|t__SGB59507"	0.491956561187087	0.575215654608727	0.818394569084229	"diagnosis"
"s__Candidatus_Gastranaerophilales_bacterium|t__SGB8601"	-2.11953856969581	0.109485017236608	0.818394569084229	"diagnosis"
"s__Candidatus_Heritagella_gallinarum|t__SGB63347"	-0.363511688338264	0.62735973147109	0.818394569084229	"diagnosis"
"s__Candidatus_Heritagella_intestinalis|t__SGB63346"	0.0838802269775665	0.71412804175364	0.818394569084229	"diagnosis"
"s__Candidatus_Heteroclostridium_caecigallinarum|t__SGB61601"	0.0614003053904104	0.727637664710058	0.818394569084229	"diagnosis"
"s__Candidatus_Heteroscilispira_lomanii|t__SGB63278"	0.755876710693745	0.473072694520081	0.818394569084229	"diagnosis"
"s__Candidatus_Howiella_intestinavium|t__SGB63345"	0.538670403117084	0.535467706364041	0.818394569084229	"diagnosis"
"s__Candidatus_Metaruminococcus_gallistercoris|t__SGB14870"	0.479319819302641	0.579357844894209	0.818394569084229	"diagnosis"
"s__Candidatus_Methanomassiliicoccus_intestinalis|t__SGB363"	0.699005890630888	0.508646938931493	0.818394569084229	"diagnosis"
"s__Candidatus_Neoanaerotignum_tabaqchaliae|t__SGB59528"	0.691430112796014	0.475625286703048	0.818394569084229	"diagnosis"
"s__Candidatus_Neoruminococcus_faecicola|t__SGB63342"	0.349882550858818	0.623861363112911	0.818394569084229	"diagnosis"
"s__Candidatus_Pararuminococcus_gallinarum|t__SGB63327"	-0.147375512106291	0.715835849579456	0.818394569084229	"diagnosis"
"s__Candidatus_Pseudobutyricicoccus_lothianensis|t__SGB14975"	0.547934717056268	0.546407547380062	0.818394569084229	"diagnosis"
"s__Candidatus_Pseudoruminococcus_merdavium|t__SGB71394"	0.156306213909953	0.702823427702025	0.818394569084229	"diagnosis"
"s__Candidatus_Pseudoscilispira_faecavium|t__SGB63239"	0.798577648216249	0.44935012250688	0.818394569084229	"diagnosis"
"s__Candidatus_Schneewindia_gallinarum|t__SGB63326"	0.172248263784594	0.71375090812573	0.818394569084229	"diagnosis"
"s__Candidatus_Stoquefichus_sp_SB1|t__SGB6772"	0.602971691384025	0.519393920629842	0.818394569084229	"diagnosis"
"s__Candidatus_Woodwardibium_gallinarum|t__SGB14953"	0.800248261522502	0.471020625496719	0.818394569084229	"diagnosis"
"s__Candidatus_Woodwardibium_SGB14954|t__SGB14954"	-0.551714359804849	0.576022413296015	0.818394569084229	"diagnosis"
"s__Caproicibacterium_amylolyticum|t__SGB14283"	0.534303857544896	0.567923346958966	0.818394569084229	"diagnosis"
"s__Catenibacterium_SGB4425|t__SGB4425_group"	-0.633895732782487	0.554751461498112	0.818394569084229	"diagnosis"
"s__Cellulosilyticum_lentocellum|t__SGB6079"	0.45818332288166	0.589067339859511	0.818394569084229	"diagnosis"
"s__Christensenellaceae_bacterium_NSJ_63|t__SGB14127"	-1.83768107287241	0.135096846629939	0.818394569084229	"diagnosis"
"s__Citrobacter_braakii|t__SGB10086"	0.588912159955022	0.554215506660466	0.818394569084229	"diagnosis"
"s__Citrobacter_freundii|t__SGB10083"	1.26891628096	0.31793692230115	0.818394569084229	"diagnosis"
"s__Citrobacter_freundii|t__SGB10084"	0.798060124634505	0.467539495737056	0.818394569084229	"diagnosis"
"s__Citrobacter_sp_RHBSTW_00671|t__SGB58199"	-0.129718119262933	0.709333823926294	0.818394569084229	"diagnosis"
"s__Cloacibacillus_porcorum|t__SGB15507"	0.535921473320954	0.549569061303436	0.818394569084229	"diagnosis"
"s__Clostridia_bacterium_UC5_1_1D1|t__SGB14995"	0.249141519933579	0.726604437952943	0.818394569084229	"diagnosis"
"s__Clostridia_bacterium_UC5_1_1E11|t__SGB14895"	-0.275829324064915	0.700940822736186	0.818394569084229	"diagnosis"
"s__Clostridia_bacterium|t__SGB5191"	2.05382367867604	0.26313504525593	0.818394569084229	"diagnosis"
"s__Clostridiaceae_bacterium_AF18_31LB|t__SGB4767"	-5.60571302937751	0.000532753887214131	0.590824060920471	"diagnosis"
"s__Clostridiaceae_bacterium_H8|t__SGB4133"	0.501738521189759	0.568011769529279	0.818394569084229	"diagnosis"
"s__Clostridiaceae_bacterium_Marseille_Q3526|t__SGB4703"	-0.316753798824422	0.747028400270156	0.818394569084229	"diagnosis"
"s__Clostridiaceae_bacterium_Marseille_Q4143|t__SGB4768"	-2.63278981477792	0.110341364457087	0.818394569084229	"diagnosis"
"s__Clostridiaceae_bacterium_Marseille_Q4145|t__SGB4769"	-2.63813709613855	0.0608194062944645	0.818394569084229	"diagnosis"
"s__Clostridiaceae_bacterium_Marseille_Q4149|t__SGB15091"	-0.308614708259268	0.747150527102361	0.818394569084229	"diagnosis"
"s__Clostridiaceae_bacterium_NSJ_31|t__SGB14839"	0.607380070676738	0.525933910142747	0.818394569084229	"diagnosis"
"s__Clostridiaceae_bacterium_OM02_2AC|t__SGB4038"	-0.178779848893905	0.704299276412455	0.818394569084229	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB4269"	-2.60736214987666	0.124984206788126	0.818394569084229	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB4721"	-2.72146700018457	0.11328288887242	0.818394569084229	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB4770"	-3.98325439391768	0.00922659630412626	0.818394569084229	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB6153"	0.59067184933905	0.526089206965178	0.818394569084229	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB7256"	-0.258334445550837	0.666473610101697	0.818394569084229	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB76476"	0.632188814533791	0.500187181188013	0.818394569084229	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB82499"	0.356779370985059	0.606872914322203	0.818394569084229	"diagnosis"
"s__Clostridiaceae_unclassified_SGB15090|t__SGB15090"	-1.30124765843648	0.360883386457736	0.818394569084229	"diagnosis"
"s__Clostridiaceae_unclassified_SGB4747|t__SGB4747"	0.558820967333251	0.540691577924552	0.818394569084229	"diagnosis"
"s__Clostridiaceae_unclassified_SGB4771|t__SGB4771"	-0.140306807062992	0.74677494058694	0.818394569084229	"diagnosis"
"s__Clostridiales_bacterium_1_7_47FAA|t__SGB4763"	-0.686956190614848	0.561662197278799	0.818394569084229	"diagnosis"
"s__Clostridiales_bacterium_BX7|t__SGB72833"	-0.0809159240538258	0.713627603109449	0.818394569084229	"diagnosis"
"s__Clostridiales_bacterium_CHKCI006|t__SGB7261"	0.758301265844425	0.453139545315457	0.818394569084229	"diagnosis"
"s__Clostridiales_bacterium_Choco116|t__SGB15149"	-0.044855163311779	0.83311326191041	0.849350047576193	"diagnosis"
"s__Clostridiales_bacterium_KLE1615|t__SGB5090"	-2.27740962239185	0.151235089792644	0.818394569084229	"diagnosis"
"s__Clostridiales_bacterium_Marseille_P2846|t__SGB29342"	0.607523274955131	0.523155332819688	0.818394569084229	"diagnosis"
"s__Clostridiales_bacterium_NSJ_32|t__SGB4438"	-0.241339313828682	0.660964200702621	0.818394569084229	"diagnosis"
"s__Clostridiales_bacterium|t__SGB15143"	-3.03344947051273	0.0503800014949211	0.818394569084229	"diagnosis"
"s__Clostridiales_bacterium|t__SGB15146"	-1.15532994397362	0.397056448076619	0.818394569084229	"diagnosis"
"s__Clostridiales_bacterium|t__SGB15158"	-1.1286702859619	0.462888238407135	0.818394569084229	"diagnosis"
"s__Clostridiales_bacterium|t__SGB15159"	1.73534622361717	0.357303366299409	0.818394569084229	"diagnosis"
"s__Clostridiales_Family_XIII_bacterium_BX16|t__SGB3957"	-1.42623448836866	0.209498206485256	0.818394569084229	"diagnosis"
"s__Clostridium_butyricum|t__SGB4037"	0.507444126925072	0.646854404717846	0.818394569084229	"diagnosis"
"s__Clostridium_cadaveris|t__SGB6155"	0.655656206122864	0.503256039145038	0.818394569084229	"diagnosis"
"s__Clostridium_fessum|t__SGB4705"	-0.985145493052859	0.56699117191226	0.818394569084229	"diagnosis"
"s__Clostridium_leptum|t__SGB14853"	-3.17574975991525	0.0750751868020074	0.818394569084229	"diagnosis"
"s__Clostridium_massiliamazoniense|t__SGB29082"	0.542278640671434	0.551847808524576	0.818394569084229	"diagnosis"
"s__Clostridium_methylpentosum|t__SGB14962"	0.500110571092209	0.575025162231489	0.818394569084229	"diagnosis"
"s__Clostridium_neonatale|t__SGB6169"	-0.0142651094374254	0.781145130959055	0.820350331660598	"diagnosis"
"s__Clostridium_paraputrificum|t__SGB6187"	0.715731325155244	0.49445150271337	0.818394569084229	"diagnosis"
"s__Clostridium_perfringens|t__SGB6191"	0.714454902699466	0.472284923886373	0.818394569084229	"diagnosis"
"s__Clostridium_saudiense|t__SGB6178"	0.189965857754418	0.722673706890945	0.818394569084229	"diagnosis"
"s__Clostridium_scindens|t__SGB4630"	0.613939517496574	0.606190321569875	0.818394569084229	"diagnosis"
