"feature"	"coef_LD"	"pval_LD"	"qval_LD"	"metadata"
"s__Dorea_longicatena|t__SGB4582"	0.0526844588114273	0.619977241664756	0.99939636631053	"diagnosis"
"s__Ruminococcus_gnavus|t__SGB4584"	-0.135382674525713	0.477051121740336	0.99939636631053	"diagnosis"
"s__Lawsonibacter_asaccharolyticus|t__SGB15154"	-0.0529925274083627	0.169275457104687	0.99939636631053	"diagnosis"
"s__Blautia_caecimuris|t__SGB4862"	0.0190455969247234	0.516087434984601	0.99939636631053	"diagnosis"
"s__Clostridiales_bacterium|t__SGB15159"	0.0302976400275285	0.68011129015054	0.99939636631053	"diagnosis"
"s__Dysosmobacter_welbionis|t__SGB15078"	0.0344536534270733	0.760796651297303	0.99939636631053	"diagnosis"
"s__Anaerobutyricum_hallii|t__SGB4532"	-0.0502010507745772	0.179501032791692	0.99939636631053	"diagnosis"
"s__GGB9531_SGB14932|t__SGB14932"	-0.0876330785377934	0.0201676641929868	0.99939636631053	"diagnosis"
"s__GGB3746_SGB5089|t__SGB5089"	-0.031453929506718	0.610330978864527	0.99939636631053	"diagnosis"
"s__Blautia_obeum|t__SGB4809"	0.00962684540174731	0.733938699607079	0.99939636631053	"diagnosis"
"s__GGB9534_SGB14937|t__SGB14937"	-0.00643689118354524	0.658956181513613	0.99939636631053	"diagnosis"
"s__Clostridiales_bacterium|t__SGB15143"	-0.0170683778745373	0.63903007839902	0.99939636631053	"diagnosis"
"s__GGB6518_SGB9205|t__SGB9205"	0.02982922252263	0.306119717627522	0.99939636631053	"diagnosis"
"s__Lacrimispora_saccharolytica|t__SGB4701"	0.0435486081205945	0.360776727133327	0.99939636631053	"diagnosis"
"s__Intestinimonas_massiliensis|t__SGB15127"	-0.00672566413316806	0.786191202702213	0.99939636631053	"diagnosis"
"s__Clostridium_sp_C5_48|t__SGB4752"	0.00490137869123228	0.462189793509083	0.99939636631053	"diagnosis"
"s__Intestinimonas_butyriciproducens|t__SGB15126"	0.0688026219700095	0.0570099077287973	0.99939636631053	"diagnosis"
"s__GGB3819_SGB5184|t__SGB5184"	-0.0139201351810208	0.599626224342277	0.99939636631053	"diagnosis"
"s__Clostridiales_bacterium_1_7_47FAA|t__SGB4763"	0.00249769086856108	0.708950071111204	0.99939636631053	"diagnosis"
"s__GGB9513_SGB14911|t__SGB14911"	0.002151998238206	0.614421778918983	0.99939636631053	"diagnosis"
"s__Veillonellaceae_bacterium|t__SGB6961"	0.00105427827493959	0.870669958477402	0.99939636631053	"diagnosis"
"s__Anaerostipes_hadrus|t__SGB4540_group"	0.0354191335551597	0.732189243772329	0.99939636631053	"diagnosis"
"s__GGB79097_SGB105802|t__SGB105802"	-0.0117447640467376	0.194866341687863	0.99939636631053	"diagnosis"
"s__Ruthenibacterium_lactatiformans|t__SGB15271"	-0.322095896537486	0.0151076052146026	0.99939636631053	"diagnosis"
"s__Enterocloster_asparagiformis|t__SGB4724"	0.0117873470569117	0.389722215178244	0.99939636631053	"diagnosis"
"s__Enterocloster_clostridioformis|t__SGB4759"	0.0330969401792155	0.511276250499512	0.99939636631053	"diagnosis"
"s__Pseudoflavonifractor_sp_Marseille_P3106|t__SGB15142"	-0.000605015039842001	0.851104876448297	0.99939636631053	"diagnosis"
"s__Blautia_SGB4815|t__SGB4815"	-0.00111715092417005	0.821974061880881	0.99939636631053	"diagnosis"
"s__Lachnotalea_sp_AF33_28|t__SGB5200"	0.00525178078793874	0.298775664437695	0.99939636631053	"diagnosis"
"s__Phocaeicola_dorei|t__SGB1815"	0.27380888804553	0.496847362543426	0.99939636631053	"diagnosis"
"s__Clostridium_symbiosum|t__SGB4699"	-0.0235663810601652	0.846326470844448	0.99939636631053	"diagnosis"
"s__Anaerotruncus_colihominis|t__SGB14963"	0.0122242260819091	0.479401164118937	0.99939636631053	"diagnosis"
"s__Eisenbergiella_massiliensis|t__SGB4987"	-0.013836487908534	0.831866375273443	0.99939636631053	"diagnosis"
"s__Blautia_wexlerae|t__SGB4837"	-0.0793354354539422	0.395902860392737	0.99939636631053	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB7256"	-0.000442591856881553	0.864784332808087	0.99939636631053	"diagnosis"
"s__Enterocloster_citroniae|t__SGB4761"	0.027010980747012	0.43295048284945	0.99939636631053	"diagnosis"
"s__Agathobaculum_butyriciproducens|t__SGB14993"	0.0157494074239752	0.743640455777886	0.99939636631053	"diagnosis"
"s__Blautia_producta|t__SGB4791"	0.00755940957901069	0.298108232040926	0.99939636631053	"diagnosis"
"s__Phocaeicola_sartorii|t__SGB1813"	0.00159073049177383	0.617855580491251	0.99939636631053	"diagnosis"
"s__Hungatella_hathewayi|t__SGB4741"	0.0502494744419671	0.751757785554883	0.99939636631053	"diagnosis"
"s__Clostridium_sp_chh4_2|t__SGB4743"	-1.85142004971613e-06	0.99939636631053	0.99939636631053	"diagnosis"
"s__Bacteroides_stercoris|t__SGB1830"	-0.781877265887862	0.0783408268449909	0.99939636631053	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15342"	-0.37817154667167	0.237254960422067	0.99939636631053	"diagnosis"
"s__Candidatus_Gastranaerophilales_bacterium|t__SGB8601"	-0.153712916035239	0.0129960994455828	0.99939636631053	"diagnosis"
"s__Monoglobus_pectinilyticus|t__SGB4166"	0.0284377105838245	0.21673223051978	0.99939636631053	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15323"	0.059790622441626	0.378954788504828	0.99939636631053	"diagnosis"
"s__Alistipes_putredinis|t__SGB2318"	-0.868030605252012	0.0177048881129994	0.99939636631053	"diagnosis"
"s__Roseburia_hominis|t__SGB4936"	0.0244732112414933	0.834971731096294	0.99939636631053	"diagnosis"
"s__Bifidobacterium_longum|t__SGB17248"	-0.193561815853572	0.0152258769507805	0.99939636631053	"diagnosis"
"s__Parabacteroides_distasonis|t__SGB1934"	-0.0286706080377591	0.92285547436917	0.99939636631053	"diagnosis"
"s__GGB3653_SGB4964|t__SGB4964"	-0.101130848094791	0.00260224368570359	0.775902325620619	"diagnosis"
"s__Roseburia_inulinivorans|t__SGB4940"	-0.0680375521670702	0.65449201165391	0.99939636631053	"diagnosis"
"s__Bacteroides_ovatus|t__SGB1871"	0.0534693417117161	0.872941748547723	0.99939636631053	"diagnosis"
"s__Eubacterium_siraeum|t__SGB4198"	0.152798959399424	0.324623046213847	0.99939636631053	"diagnosis"
"s__Clostridium_leptum|t__SGB14853"	-0.158576595524171	0.171125207405039	0.99939636631053	"diagnosis"
"s__Parabacteroides_merdae|t__SGB1949"	-0.378790100296523	0.113139465168243	0.99939636631053	"diagnosis"
"s__Candidatus_Cibionibacter_quicibialis|t__SGB15286"	-0.264432214299011	0.0976477499035177	0.99939636631053	"diagnosis"
"s__GGB9621_SGB15073|t__SGB15073"	0.0369151801585816	0.54615354015089	0.99939636631053	"diagnosis"
"s__GGB31234_SGB14869|t__SGB14869"	-6.8920283193127e-06	0.9977523179617	0.99939636631053	"diagnosis"
"s__Lachnospira_eligens|t__SGB5082"	-0.0325320114792418	0.831469658540174	0.99939636631053	"diagnosis"
"s__Longicatena_caecimuris|t__SGB4041"	-0.0702323292436938	0.203168655964583	0.99939636631053	"diagnosis"
"s__Streptococcus_SGB14888|t__SGB14888"	-0.0014445150221545	0.630130897879367	0.99939636631053	"diagnosis"
"s__Bacteroides_faecis|t__SGB1860"	-0.0475500664709185	0.85292117936511	0.99939636631053	"diagnosis"
"s__Eubacterium_rectale|t__SGB4933"	-0.351705135323083	0.228487585672263	0.99939636631053	"diagnosis"
"s__GGB3510_SGB4687|t__SGB4687"	0.00275190835558883	0.684764255199414	0.99939636631053	"diagnosis"
"s__Eisenbergiella_sp_OF01_20|t__SGB4989"	0.0365054582257551	0.491223278057405	0.99939636631053	"diagnosis"
"s__Enterocloster_aldenensis|t__SGB4762"	0.0528204337355161	0.574418895606037	0.99939636631053	"diagnosis"
"s__Bacteroides_cellulosilyticus|t__SGB1844"	-0.0668229666174159	0.739781929730651	0.99939636631053	"diagnosis"
"s__GGB3538_SGB4728|t__SGB4728"	0.014126652719543	0.186017951102596	0.99939636631053	"diagnosis"
"s__Bacteroides_xylanisolvens|t__SGB1867"	-0.0471455822111713	0.896291756617062	0.99939636631053	"diagnosis"
"s__Eggerthella_lenta|t__SGB14809"	-0.00375432101406671	0.323409024188239	0.99939636631053	"diagnosis"
"s__Massiliimalia_massiliensis|t__SGB29347"	-5.28282110273583e-05	0.982770829282146	0.99939636631053	"diagnosis"
"s__Massilioclostridium_coli|t__SGB29305"	-0.000454634172820914	0.853520486491045	0.99939636631053	"diagnosis"
"s__Prevotella_colorans|t__SGB1502"	-6.8920283193127e-06	0.9977523179617	0.99939636631053	"diagnosis"
"s__Sutterella_wadsworthensis|t__SGB9286"	0.148760442628208	0.432788435362406	0.99939636631053	"diagnosis"
"s__GGB79634_SGB101324|t__SGB101324"	-0.000750925843881457	0.761150651356491	0.99939636631053	"diagnosis"
"s__Alistipes_onderdonkii|t__SGB2303"	-0.235871559290777	0.422795044788704	0.99939636631053	"diagnosis"
"s__GGB6574_SGB9290|t__SGB9290"	0.0518910683674494	0.455513584841779	0.99939636631053	"diagnosis"
"s__Enterocloster_lavalensis|t__SGB4725"	0.00355171167458581	0.691518374355572	0.99939636631053	"diagnosis"
"s__Alistipes_dispar|t__SGB2311"	-0.00454330614888796	0.969839248037557	0.99939636631053	"diagnosis"
"s__Dorea_longicatena|t__SGB4581"	0.081300085954298	0.464479252784485	0.99939636631053	"diagnosis"
"s__Drancourtella_sp_An57|t__SGB4619"	0.00890007494890544	0.365265132956699	0.99939636631053	"diagnosis"
"s__Clostridia_bacterium_UC5_1_1D1|t__SGB14995"	-0.00172182004065289	0.662387451505572	0.99939636631053	"diagnosis"
"s__Bacteroides_fragilis|t__SGB1853"	0.278492444242009	0.262253415823249	0.99939636631053	"diagnosis"
"s__Akkermansia_muciniphila|t__SGB9226"	-0.339661196857756	0.180616649178866	0.99939636631053	"diagnosis"
"s__Acidaminococcus_intestini|t__SGB5736"	0.152005959060759	0.362919195660947	0.99939636631053	"diagnosis"
"s__Escherichia_coli|t__SGB10068"	0.159402560256713	0.49464217344252	0.99939636631053	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15318"	-0.282748602332859	0.317749041882693	0.99939636631053	"diagnosis"
"s__Clostridiaceae_bacterium_AF18_31LB|t__SGB4767"	-0.131235328035804	0.000805420205257482	0.360224186801409	"diagnosis"
"s__GGB3267_SGB4317|t__SGB4317"	0.0136166732308052	0.688484414366465	0.99939636631053	"diagnosis"
"s__Ruminococcus_torques|t__SGB4563"	-0.0121198243914155	0.921005822390197	0.99939636631053	"diagnosis"
"s__Parabacteroides_johnsonii|t__SGB1948"	-0.0357151823381356	0.326037253652009	0.99939636631053	"diagnosis"
"s__Pseudoflavonifractor_capillosus|t__SGB15161"	-0.103970706548018	0.115823708275124	0.99939636631053	"diagnosis"
"s__Sellimonas_intestinalis|t__SGB4617"	-0.0407098719327572	0.0422865967789752	0.99939636631053	"diagnosis"
"s__Bacteroides_salyersiae|t__SGB1857"	-0.0820201918251208	0.197327911856972	0.99939636631053	"diagnosis"
"s__Phascolarctobacterium_faecium|t__SGB5792"	-0.16305193284178	0.405648108266919	0.99939636631053	"diagnosis"
"s__Veillonella_parvula|t__SGB6939"	-0.0643219806276559	0.746045950667185	0.99939636631053	"diagnosis"
"s__Bacteroides_sp_L10_4|t__SGB27790"	1.09215949068882e-05	0.996447260994682	0.99939636631053	"diagnosis"
"s__Bacteroides_fluxus|t__SGB1835"	0.0436878763663046	0.547651449716233	0.99939636631053	"diagnosis"
"s__GGB1364_SGB1833|t__SGB1833"	5.02221484212162e-05	0.983745218525636	0.99939636631053	"diagnosis"
"s__Alistipes_SGB2313|t__SGB2313"	-0.092969781692656	0.524229321492054	0.99939636631053	"diagnosis"
"s__Faecalibacterium_SGB15346|t__SGB15346"	0.114151756912034	0.582509506666642	0.99939636631053	"diagnosis"
"s__Tyzzerella_nexilis|t__SGB4588"	-0.0349853319657509	0.7171198484365	0.99939636631053	"diagnosis"
"s__Roseburia_intestinalis|t__SGB4951"	0.0198830659630726	0.936429234614558	0.99939636631053	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15316"	0.133152717690287	0.57436514944506	0.99939636631053	"diagnosis"
"s__Streptococcus_thermophilus|t__SGB8002"	-0.0189714018229415	0.404987531113519	0.99939636631053	"diagnosis"
"s__Escherichia_marmotae|t__SGB10064"	0.00186475666738627	0.622678292785041	0.99939636631053	"diagnosis"
"s__Bacteroides_intestinalis|t__SGB1846"	-0.0241026548822911	0.785469228344956	0.99939636631053	"diagnosis"
"s__Collinsella_aerofaciens|t__SGB14535_group"	-0.05832354803875	0.112818682405467	0.99939636631053	"diagnosis"
"s__Prevotella_copri_clade_A|t__SGB1626"	-0.0640257014330887	0.899317125264839	0.99939636631053	"diagnosis"
"s__Ruminococcus_lactaris|t__SGB4557"	-0.0355698237953556	0.669920720360649	0.99939636631053	"diagnosis"
"s__GGB9620_SGB15068|t__SGB15068"	0.0425777228544466	0.273748918810414	0.99939636631053	"diagnosis"
"s__Clostridium_sp_AF34_10BH|t__SGB4914"	-0.154259139003239	0.325453856968478	0.99939636631053	"diagnosis"
"s__Proteus_mirabilis|t__SGB9992"	-0.0404707889077732	0.0682202351910383	0.99939636631053	"diagnosis"
"s__Klebsiella_variicola|t__SGB10114"	0.0363932800875775	0.584965175859779	0.99939636631053	"diagnosis"
"s__Faecalimonas_umbilicata|t__SGB4583"	-0.0524138496701684	0.176591064860597	0.99939636631053	"diagnosis"
"s__Clostridium_sp_1001271st1_H5|t__SGB4757"	0.00154832943330337	0.677605313022922	0.99939636631053	"diagnosis"
"s__GGB9724_SGB15278|t__SGB15278"	0.00971476641557418	0.452754012614083	0.99939636631053	"diagnosis"
"s__Bacteroides_finegoldii|t__SGB1862"	-0.0236192268627797	0.902050321794819	0.99939636631053	"diagnosis"
"s__Roseburia_SGB4958|t__SGB4958"	-6.8920283193127e-06	0.9977523179617	0.99939636631053	"diagnosis"
"s__Erysipelatoclostridium_ramosum|t__SGB6744"	0.0157322884700858	0.771298365964944	0.99939636631053	"diagnosis"
"s__Intestinibacter_bartlettii|t__SGB6140"	0.00960896038612412	0.690383613506808	0.99939636631053	"diagnosis"
"s__GGB6601_SGB9333|t__SGB9333"	0.0418186486444757	0.736057805099131	0.99939636631053	"diagnosis"
"s__Blautia_producta|t__SGB4786"	-0.0202562601094354	0.107917549623863	0.99939636631053	"diagnosis"
"s__GGB1102_SGB1416|t__SGB1416"	0.0587978986380337	0.526649569130593	0.99939636631053	"diagnosis"
"s__Clostridium_scindens|t__SGB4631"	-0.00931170511526117	0.212292148539348	0.99939636631053	"diagnosis"
"s__Faecalibacterium_prausnitzii|t__SGB15326"	0.314707882221683	0.143931500996066	0.99939636631053	"diagnosis"
"s__Blautia_faecis|t__SGB4820"	0.0200198921258543	0.622936557671193	0.99939636631053	"diagnosis"
"s__Paraprevotella_clara|t__SGB1798"	-0.166930483073509	0.374044781722912	0.99939636631053	"diagnosis"
"s__Barnesiella_intestinihominis|t__SGB1965"	-0.48811147250922	0.0126454308053052	0.99939636631053	"diagnosis"
"s__Faecalibacterium_SGB15315|t__SGB15315"	0.0291161682890627	0.885469570116955	0.99939636631053	"diagnosis"
"s__Dysosmobacter_sp_NSJ_60|t__SGB15124"	0.0649110643236981	0.119975666610218	0.99939636631053	"diagnosis"
"s__GGB16040_SGB9347|t__SGB9347"	-0.0138086374693517	0.830415082896787	0.99939636631053	"diagnosis"
"s__GGB1246_SGB1667|t__SGB1667"	0.0259042287709367	0.526611310567894	0.99939636631053	"diagnosis"
"s__Blautia_obeum|t__SGB4811"	0.11118979713185	0.195557926595814	0.99939636631053	"diagnosis"
"s__GGB4248_SGB5746|t__SGB5746"	0.0267739082608497	0.526669525045772	0.99939636631053	"diagnosis"
"s__Ruminococcus_SGB4421|t__SGB4421"	0.00813665675386554	0.833789741714133	0.99939636631053	"diagnosis"
"s__Ruminococcus_sp_BSD2780120874_150323_B10|t__SGB4290"	-0.0958781175859811	0.227581147755158	0.99939636631053	"diagnosis"
"s__Sutterella_wadsworthensis|t__SGB9283"	-0.445165011922068	0.000127545933537504	0.228179675098594	"diagnosis"
"s__Firmicutes_bacterium_AF16_15|t__SGB4993"	-0.433498665454995	0.0174084520709387	0.99939636631053	"diagnosis"
"s__Alistipes_finegoldii|t__SGB2301"	-0.135588463220607	0.452375873867952	0.99939636631053	"diagnosis"
"s__Parasutterella_excrementihominis|t__SGB9262"	0.0298236539997619	0.840219747243821	0.99939636631053	"diagnosis"
"s__Bilophila_wadsworthia|t__SGB15452"	0.0518155121404526	0.507114548562374	0.99939636631053	"diagnosis"
"s__Clostridium_sp_AM22_11AC|t__SGB4749"	-0.050645297947207	0.565735520706213	0.99939636631053	"diagnosis"
"s__Lachnospira_pectinoschiza|t__SGB5075"	-0.0998700503723613	0.50557727716166	0.99939636631053	"diagnosis"
"s__Clostridiaceae_bacterium|t__SGB4721"	0.0072436486776939	0.89160812744078	0.99939636631053	"diagnosis"
"s__GGB42994_SGB4746|t__SGB4746"	0.0467013404461162	0.116838712387783	0.99939636631053	"diagnosis"
"s__GGB9581_SGB79823|t__SGB79823"	0.0057770468032759	0.615720775360844	0.99939636631053	"diagnosis"
"s__Bacteroides_eggerthii|t__SGB1829"	-0.00930426911493651	0.966904278995471	0.99939636631053	"diagnosis"
"s__Anaeromassilibacillus_sp_An250|t__SGB14894"	0.0134278914153947	0.744972538152788	0.99939636631053	"diagnosis"
"s__Bacteroides_gallinarum|t__SGB1828"	0.00742465498667772	0.501182468836657	0.99939636631053	"diagnosis"
"s__GGB2653_SGB3574|t__SGB3574"	-0.0411333456412843	0.0127962986091449	0.99939636631053	"diagnosis"
"s__Amedibacterium_intestinale|t__SGB4042"	0.0122515321680198	0.531954365155454	0.99939636631053	"diagnosis"
"s__Hydrogeniiclostidium_mannosilyticum|t__SGB14890"	-0.00513100142796164	0.107251102287654	0.99939636631053	"diagnosis"
"s__Bacteroides_sp_AM10_21B|t__SGB1831"	0.000347872779787152	0.89174990883917	0.99939636631053	"diagnosis"
"s__Massilimicrobiota_timonensis|t__SGB6767"	-0.0760674386454147	0.118291141410954	0.99939636631053	"diagnosis"
"s__Lacrimispora_celerecrescens|t__SGB4868"	-0.0482918304379192	0.263823806206835	0.99939636631053	"diagnosis"
"s__Bacteroides_clarus|t__SGB1832"	0.0340219099831779	0.563631553406379	0.99939636631053	"diagnosis"
"s__GGB3444_SGB4594|t__SGB4594"	5.9765235170579e-05	0.981293012249884	0.99939636631053	"diagnosis"
"s__Phocea_massiliensis|t__SGB14837"	0.0046001502104963	0.498979393621026	0.99939636631053	"diagnosis"
"s__GGB28262_SGB40814|t__SGB40814"	0.00016416939380266	0.947010599046402	0.99939636631053	"diagnosis"
"s__GGB9364_SGB14339|t__SGB14339"	0.000111674233111034	0.963999905355283	0.99939636631053	"diagnosis"
"s__Pseudoflavonifractor_gallinarum|t__SGB29328"	0.00188938658311912	0.677824255816821	0.99939636631053	"diagnosis"
"s__Negativibacillus_massiliensis|t__SGB14912"	0.0217152057233526	0.283953459537076	0.99939636631053	"diagnosis"
"s__Ruminococcaceae_bacterium_AM28_23LB|t__SGB14974"	0.00605709507366387	0.371364681082818	0.99939636631053	"diagnosis"
"s__Intestinimonas_gabonensis|t__SGB79840"	0.000400729056479392	0.870290664063758	0.99939636631053	"diagnosis"
"s__Hungatella_hathewayi|t__SGB4742"	-0.00463127239802777	0.913555326435124	0.99939636631053	"diagnosis"
"s__Clostridiaceae_bacterium_Marseille_Q4143|t__SGB4768"	-0.0195588606737619	0.632736733260056	0.99939636631053	"diagnosis"
"s__Ruminococcus_bromii|t__SGB4285"	-0.259352988554994	0.11723168351336	0.99939636631053	"diagnosis"
"s__Clostridiaceae_unclassified_SGB15090|t__SGB15090"	-0.131055920642144	0.0915139023689822	0.99939636631053	"diagnosis"
"s__Odoribacter_splanchnicus|t__SGB1790"	-0.208763970752267	0.149442239748087	0.99939636631053	"diagnosis"
"s__Butyricimonas_virosa|t__SGB1784"	0.00637104935810334	0.838799833071052	0.99939636631053	"diagnosis"
"s__Alistipes_indistinctus|t__SGB2325"	-0.0119933345371797	0.731875473765705	0.99939636631053	"diagnosis"
"s__Coprococcus_comes|t__SGB4577"	-0.0209412574753714	0.757708068968814	0.99939636631053	"diagnosis"
"s__Candidatus_Borkfalkia_ceftriaxoniphila|t__SGB14027"	-0.0213796816644913	0.119593500463872	0.99939636631053	"diagnosis"
"s__Methylobacterium_SGB15164|t__SGB15164"	0.00275706816770445	0.85915852588141	0.99939636631053	"diagnosis"
"s__GGB9512_SGB14909|t__SGB14909"	-0.038152204187123	0.154448105925371	0.99939636631053	"diagnosis"
"s__Collinsella_tanakaei|t__SGB14737"	0.00113483281517227	0.927930238617399	0.99939636631053	"diagnosis"
"s__GGB3817_SGB5182|t__SGB5182"	0.0437929478390938	0.340809740115152	0.99939636631053	"diagnosis"
"s__GGB9699_SGB15216|t__SGB15216"	-0.0483300724305332	0.0786144340999096	0.99939636631053	"diagnosis"
"s__GGB9186_SGB14125|t__SGB14125"	0.000647936030147182	0.863237462237223	0.99939636631053	"diagnosis"
"s__Rheinheimera_SGB14999|t__SGB14999"	-0.0165964650622335	0.386715413234509	0.99939636631053	"diagnosis"
"s__Alcaligenes_SGB14037|t__SGB14037"	0.00264638190407295	0.533485915323664	0.99939636631053	"diagnosis"
"s__GGB9619_SGB15066|t__SGB15066"	0.00117011376911204	0.840090526738539	0.99939636631053	"diagnosis"
"s__GGB2848_SGB3813|t__SGB3813"	0.00357474337404506	0.375609603010755	0.99939636631053	"diagnosis"
"s__GGB33586_SGB53517|t__SGB53517"	-0.0244637054058621	0.033167984021344	0.99939636631053	"diagnosis"
"s__GGB9775_SGB15395|t__SGB15395"	-0.0181380296328701	0.0713721744380312	0.99939636631053	"diagnosis"
"s__Clostridiales_bacterium_KLE1615|t__SGB5090"	-0.0900002947491394	0.0130773635126448	0.99939636631053	"diagnosis"
"s__GGB4802_SGB6641|t__SGB6641"	0.0062096131812965	0.434829437062397	0.99939636631053	"diagnosis"
"s__Clostridium_sp_AF20_17LB|t__SGB4714"	0.105064702913186	0.0998457527755924	0.99939636631053	"diagnosis"
"s__Collinsella_SGB14861|t__SGB14861"	-0.26222505671469	0.00192855852585007	0.690038240549154	"diagnosis"
"s__Clostridium_SGB4750|t__SGB4750"	-0.0175657706461203	0.715577262319039	0.99939636631053	"diagnosis"
"s__Lachnoclostridium_sp_An181|t__SGB4620"	0.0018431002779469	0.600677380306306	0.99939636631053	"diagnosis"
"s__GGB3499_SGB4674|t__SGB4674"	-0.0321594936245186	0.0672542129537738	0.99939636631053	"diagnosis"
"s__Blautia_hydrogenotrophica|t__SGB4677"	-0.00111908545833272	0.765847393280456	0.99939636631053	"diagnosis"
"s__Evtepia_gabavorous|t__SGB15120"	-0.0281588207192834	0.0288952189593301	0.99939636631053	"diagnosis"
"s__Blautia_glucerasea|t__SGB4804"	0.000903514821133479	0.824235831968949	0.99939636631053	"diagnosis"
"s__GGB9719_SGB15273|t__SGB15273"	-0.00359222404026346	0.53476334319866	0.99939636631053	"diagnosis"
"s__Holdemania_filiformis|t__SGB4046"	-0.0130461056471706	0.485420286224688	0.99939636631053	"diagnosis"
"s__Dorea_formicigenerans|t__SGB4575"	0.00762123789629275	0.82083642014844	0.99939636631053	"diagnosis"
"s__Vescimonas_coprocola|t__SGB15089"	0.0424665722943232	0.541259804162892	0.99939636631053	"diagnosis"
"s__GGB3033_SGB4029|t__SGB4029"	-0.00560482881496526	0.832644009936501	0.99939636631053	"diagnosis"
"s__Acidaminococcus_SGB5735|t__SGB5735"	0.000483007272712203	0.847388983743865	0.99939636631053	"diagnosis"
"s__Roseburia_sp_AF02_12|t__SGB4938"	0.0561835433345106	0.520083854486929	0.99939636631053	"diagnosis"
"s__Longibaculum_muris|t__SGB6769"	0.0111623124884277	0.280513845049805	0.99939636631053	"diagnosis"
"s__Eisenbergiella_tayi|t__SGB4988"	0.0317650424043354	0.553680546027085	0.99939636631053	"diagnosis"
"s__GGB34900_SGB14891|t__SGB14891"	0.0004656065678198	0.841030487329911	0.99939636631053	"diagnosis"
"s__Anaerostipes_caccae|t__SGB4529"	-0.0130486946814149	0.114548710818535	0.99939636631053	"diagnosis"
"s__Gemmiger_sp_An87|t__SGB15281"	0.00143965442637718	0.734615139410766	0.99939636631053	"diagnosis"
"s__Dysosmobacter_sp_BX15|t__SGB15053"	-0.224011837027554	0.0950628943024995	0.99939636631053	"diagnosis"
"s__Christensenellaceae_bacterium_NSJ_63|t__SGB14127"	-0.00837923420653318	0.0067691484186034	0.99939636631053	"diagnosis"
"s__Alistipes_SGB2302|t__SGB2302"	0.000696058504072159	0.800007573183316	0.99939636631053	"diagnosis"
